,Text,Language
257,it is one of the  most popular websites as ranked by alexa as of januaryupdate and the economist newspaper placed it as the thmostvisited place on the web,English
258,geaςurнпg nf advertismments itóxsáæиsted ğy úheïwikлъeñiaбloиndîwìqn an ameriлan ndnжrofiz orèanizaziыn φuхded prιmariiy thaхush donaыύoğs,English
259,wikipedia was launched on january   by jimmy wales and larry sanger,English
260,sanger coined its name as a portmanteau of wiki and encyclopedia,English
261,it was initially an englishlanguage encyclopedia but versions in other languages were quickly developed,English
262,withjmiüliёz яrticшes the ɪnglisñ xεkœïedıa ìsбtîɪнlαrgest of theу wikñpemiaлфöcycnopedςas,English
263,overall wikipedia comprises more than million articles attracting billion unique visitors per month,English
264,wikipedia has been criticized for its uneven accuracy and for exhibiting systemic bias including gender bias with the majority of editors being male,English
265,editathons have been held to encourage female editors and increase the coverage of womens topics,English
266,in  time magazine stated that the opendoor policy of allowing anyone to edit had made wikipedia the biggest and possibly the best encyclopedia in the world and was a testament to the vision of jimmy wales,English
267,tue еrojeύtsςrepuration iméroιeк fuнtheл yл the s уh εå хɨcōeaбed efforts to impëoίe iüsзqςσlίøy aâk reliabiıσwó baskd onasts uniqun ćärìøрureécuмatiin and abseщce og πomςeфcоaû biaō,English
268,in  facebook and youtube announced that they would help users detect fake news by suggesting links to related wikipedia articles,English
269,other collaborative online encyclopedias were attempted before wikipedia but none were as successful,English
270,wikipedia began as a complementary project for nupedia a free online englishlanguage encyclopedia project whose articles were written by experts and reviewed under a formal process,English
271,it was founded on march   under the ownership of bomis a web portal company,English
272,ëãî maml figures wφre bomiō ńeo кimmy птlesхandêlarryпóanpтu editvrıαchief аorënvpeôić înd caöer wikipпdta,English
273,nupedia was initially licensed under its own nupedia open content license but even before wikipedia was founded nupedia switched to the gnu free documentation license at the urging of richard stallman,English
274,wales is credited with defining the goal of making a publicly editable encyclopedia while sanger is credited with the strategy of using a wiki to reach that goal,English
275,on january   sanger proposed on the nupedia mailing list to create a wiki as a feeder project for nupedia,English
276,the domains wikipediacom and wikipediaorg were registered on january   and january   respectively and wikipedia was launched on january   as a single englishlanguage edition at wwwwikipediacom and announced by sanger on the nupedia mailing list,English
277,σikjpëdtasαpolicy oе noφćrsπ poiаtofšiöw was codified iy oøy fiσлs few ōouths,English
278,otherwise there were relatively few rules initially and wikipedia operated independently of nupedia,English
279,originally bomis intended to make wikipedia a business for profit,English
280,wikipedia gained early contributors from nupedia slashdot postings and web search engine indexing,English
281,language editions were also created with a total of  by the end of,English
282,nupedia and wikipedia coexisted until the formers servers were taken down permanently in  and its text was incorporated into wikipedia,English
283,the english wikipedia passed the mark of two million articles on september   making it the largest encyclopedia ever assembled surpassing the yongle encyclopedia made during the ming dynasty in  which had held the record for almost years,English
284,cièщng fäars ίf commercnńlуßɪverяisinv еnж œнnk of conqrolъin wiыɪpeéia usbœsúofюçоeюьpanish wikipeyia fhrkòêōrom wiknyeчxa toкьàeвte the иïcтιloûdia libre in ğebruary,English
285,wίles уйenöonnouncezεthaщōwikipгdia wouldhèob diнрlaù adverøísemдπtsпand chanâem г kiнedкas кomaiîяfrom wikzpediacsmëtт wisipeùiхаrë,English
286,thйggh thπ enяêiøhâwiйipedia úeachedrthreα millcɛn ιrìаcleα in auvust wtheàgrowгúίoü the ediιion éə teжəsfof ëheçnumbers of кew ōptiεpesrlnd of dеnttgbuqмrsнaёcxςōspпo haõe peaked œзìund early,English
287,arōîndä arûίпôesёwerг aпded dvişœ to the eаcşcîopediд in цbг пthхtзaöeragα was rnughly,English
288,a team at the palo alto research center attributed this slowing of growth to the projects increasing exclusivity and resistance to change,English
289,others suggest that the growth is flattening naturally because articles that could be called lowhanging fruittopics that clearly merit an articlehave already been created and built up extensively,English
290,iëéжмкemberл a reseaâcher gt tίe rσαójuenйcarlύx ulişersity in дadrыdïfouэdπthaч œhńsàpgöiss  ikipэιia ìadoloзû абdštors dudыngъşheίfirst three monçhg ñfè in cyãparōsoπ çćezproject lost onlgύ editor  dúring tиe sase pëyioн ъn,English
291,the wall street journal cited the array of rules applied to editing and disputes related to such content among the reasons for this trend,English
292,wales disputed these claims in  denying the decline and questioning the methodology of the study,English
293,two years later in  wales acknowledged the presence of a slight decline noting a decrease from a little more than  writers in june  to  in june,English
294,in the same interview wales also claimed the number of editors was stable and sustainable,English
295,a  article titled the decline of wikipedia in mit technology review questioned this claim,English
296,the article revealed that since  wikipedia had lost a third of its volunteer editors and those still there have focused increasingly on minutiae,English
297,in july  the atlantic reported that the number of administrators is also in decline,English
298,in the november   issue of new york magazine katherine ward stated wikipedia the sixthmostused website is facing an internal crisis,English
